title,url,used_url,body_len,label,confidence,evidence,aspects,lex_margin,lex_hits_pos_n,lex_hits_neg_n,trig_pos,trig_neg,impact_score,impact_tier,impact_why,sent_score,label_int,model_used,simhash64,reused_from_cluster,domain,date
"China spent $1.5B to bring Apple production offshore, will US cities do the same? - Supply Chain Dive",https://news.google.com/rss/articles/CBMilwFBVV95cUxOX0JBZ24wRGlISzVHRkVoV0hTZVU2SkxTT1NxZzF3RFBCcDR3MXIwOWJGaDJuMXh1cUNycWtodFdBUERPX1hINERKYTFfMUhSNDBhZEVvMUtfaHlHRzVJNDllRHNBYWFtelhpckhvMVBkREN1SGs5WUJ6NFg0VzlQazVOcW1jaGhJck5ZUUxSa2FWZUxWSG5R?oc=5,https://news.google.com/rss/articles/CBMilwFBVV95cUxOX0JBZ24wRGlISzVHRkVoV0hTZVU2SkxTT1NxZzF3RFBCcDR3MXIwOWJGaDJuMXh1cUNycWtodFdBUERPX1hINERKYTFfMUhSNDBhZEVvMUtfaHlHRzVJNDllRHNBYWFtelhpckhvMVBkREN1SGs5WUJ6NFg0VzlQazVOcW1jaGhJck5ZUUxSa2FWZUxWSG5R?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.78,\b(plunge|slump|tumble|drop|fall|decline|slides?|sinks?|dives?)\b,[],1.4,0,1,,,0.381,weak,lex=0.70; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,10073786945271617365,0,news.google.com,2017-02-20
FBI pressured on cost of iPhone hack tool - BBC,https://news.google.com/rss/articles/CBMiV0FVX3lxTE13UjRCNENhWkpTcUZEaEtLWEdPck1uU2lXNlRLcXFoSThabzBCbm9TV2VteXZxVVhlb3lyQUw4QnN5cHZZMUpGeUNwdUhab0JrT3ljeEdORdIBXEFVX3lxTE5XMm9kNm9MdjlfaGJLcXVjd2xWajQ0ajBKTTNJYk1nOEl2SEs2UFVzNHdjOFNTZ3ZGQjlEZ1JLQS10OURrdzZQeFFrODBuSl9qM0dKYkpsOTZ6ZGxs?oc=5,https://news.google.com/rss/articles/CBMiV0FVX3lxTE13UjRCNENhWkpTcUZEaEtLWEdPck1uU2lXNlRLcXFoSThabzBCbm9TV2VteXZxVVhlb3lyQUw4QnN5cHZZMUpGeUNwdUhab0JrT3ljeEdORdIBXEFVX3lxTE5XMm9kNm9MdjlfaGJLcXVjd2xWajQ0ajBKTTNJYk1nOEl2SEs2UFVzNHdjOFNTZ3ZGQjlEZ1JLQS10OURrdzZQeFFrODBuSl9qM0dKYkpsOTZ6ZGxs?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.78,\bdata breach\b|\bhack(ed|ing)?\b|\bsecurity flaw\b,[],1.8,0,1,,,0.629,medium,hard_trig; lex=0.90; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,4103335942608592962,0,news.google.com,2017-02-20
"Battle of the Classrooms: Apple, Google, Microsoft Vie for K-12 Market - EdSurge",https://news.google.com/rss/articles/CBMiqwFBVV95cUxPQnM2V3p4d0kzY2hPWW56RTN2dURvTl95NW9TLTZKa0lfZThGVkRDT1pEamdqWjBiQzRfOFdDekNqdmIxdGt5NjFpNDJSNWtRNVl5eGtmMHdaalhSYk9adGl0cHBpTGk1VzJ0enlMN0RFclByR2NCZU1jd3dDOGtHb0dUendCekU2al9ScXFYWG9Rc0dfWU9wcm9fLWhxRUlOc1Q3MVNBQ3VTOVU?oc=5,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPQnM2V3p4d0kzY2hPWW56RTN2dURvTl95NW9TLTZKa0lfZThGVkRDT1pEamdqWjBiQzRfOFdDekNqdmIxdGt5NjFpNDJSNWtRNVl5eGtmMHdaalhSYk9adGl0cHBpTGk1VzJ0enlMN0RFclByR2NCZU1jd3dDOGtHb0dUendCekU2al9ScXFYWG9Rc0dfWU9wcm9fLWhxRUlOc1Q3MVNBQ3VTOVU?oc=5&hl=en-US&gl=US&ceid=US:en,0,bullish,0.6,surge,[],0.0,0,0,surge,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,4215791522830079355,0,news.google.com,2017-02-21
"Missouri paces UNI, MAC tourney field in Cedar Falls - The Des Moines Register",https://news.google.com/rss/articles/CBMi-gFBVV95cUxONTk5OWhHV195MmxLNTQzbVlIYm5oRExxa0Fpem82ZnB0YUhSMUx6blk5UndyYllNTnNNSGdxSUZuZDRzM3JKTnJ6WDBZY3JhNkdHbFRMR2NJcHh3WUI1bGFDOGlxWVp4THQ0U1VOWEhzVXZ4QkRoSFJzYUd3THNDVWhnQ3pEMkFNSXhwZ0NqcnJ4eGp2NzEwVWxkQmk4TGVSQjc3bzdVa1FDTElIUXVkZnNiaEo3TkxPM2diWndiWVJlelZhdnZkNmlOWE9BeVV2VklHOHVBQk1zby1ISm9UMEdDY0ZsUnptcnlPWGxYcG03S193TE00RklB?oc=5,https://news.google.com/rss/articles/CBMi-gFBVV95cUxONTk5OWhHV195MmxLNTQzbVlIYm5oRExxa0Fpem82ZnB0YUhSMUx6blk5UndyYllNTnNNSGdxSUZuZDRzM3JKTnJ6WDBZY3JhNkdHbFRMR2NJcHh3WUI1bGFDOGlxWVp4THQ0U1VOWEhzVXZ4QkRoSFJzYUd3THNDVWhnQ3pEMkFNSXhwZ0NqcnJ4eGp2NzEwVWxkQmk4TGVSQjc3bzdVa1FDTElIUXVkZnNiaEo3TkxPM2diWndiWVJlelZhdnZkNmlOWE9BeVV2VklHOHVBQk1zby1ISm9UMEdDY0ZsUnptcnlPWGxYcG03S193TE00RklB?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,11211972137460177247,0,news.google.com,2017-03-03
"Episode 596: Hacking The iPhone For Fun, Profit, And Maybe Espionage : Planet Money - NPR",https://news.google.com/rss/articles/CBMivgFBVV95cUxQRFlLTkdzM1NuM3V2M094Y0hpWlYwSkVvTTBSck9fYmFldzZyNGJVUHd5T2l0a2lnVTZNQ1pwMHRBTU4xMzVKVXZKSzZSUnRTM2o4YmdRSkdYeF9LTTZqLWVDMHY3aTVfdkFvdWxSOFdZZHhIYlFNZTdfTHVtZkx6Y21ha0o1OVUxb1lwcTFMdy0zV1lDRmdDQmVXZEFRaFFJcG1lS2FKWTZCZERTaWRFekpxbEROSU9xdE9MZ193?oc=5,https://news.google.com/rss/articles/CBMivgFBVV95cUxQRFlLTkdzM1NuM3V2M094Y0hpWlYwSkVvTTBSck9fYmFldzZyNGJVUHd5T2l0a2lnVTZNQ1pwMHRBTU4xMzVKVXZKSzZSUnRTM2o4YmdRSkdYeF9LTTZqLWVDMHY3aTVfdkFvdWxSOFdZZHhIYlFNZTdfTHVtZkx6Y21ha0o1OVUxb1lwcTFMdy0zV1lDRmdDQmVXZEFRaFFJcG1lS2FKWTZCZERTaWRFekpxbEROSU9xdE9MZ193?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.78,\bdata breach\b|\bhack(ed|ing)?\b|\bsecurity flaw\b,[],1.8,0,1,,,0.629,medium,hard_trig; lex=0.90; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,3446354387976533979,0,news.google.com,2017-03-07
Apple pledges to treat Congolese cobalt as a conflict mineral amid reports of child labor - Supply Chain Dive,https://news.google.com/rss/articles/CBMimwFBVV95cUxQTVNsXzVGZVB0YVJNeHZVcU5CNDVIbXVRY3hNRFVHcURfU19DUDBjWUtPdzJYRUhUSFRlT09SYzZvc3VNWnZyUEJ6WVFsLXJiQlFCQlp6c29NcktYWl9haFd5RWtjOFBzZ3NvNzloT0ZyU1hDbHFJdEtGbThvSmZJUG9rQUlfMHp2dWZ2Wld5SDBFLUR4a05QZXI1WQ?oc=5,https://news.google.com/rss/articles/CBMimwFBVV95cUxQTVNsXzVGZVB0YVJNeHZVcU5CNDVIbXVRY3hNRFVHcURfU19DUDBjWUtPdzJYRUhUSFRlT09SYzZvc3VNWnZyUEJ6WVFsLXJiQlFCQlp6c29NcktYWl9haFd5RWtjOFBzZ3NvNzloT0ZyU1hDbHFJdEtGbThvSmZJUG9rQUlfMHp2dWZ2Wld5SDBFLUR4a05QZXI1WQ?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.78,\b(plunge|slump|tumble|drop|fall|decline|slides?|sinks?|dives?)\b,[],1.4,0,1,,,0.381,weak,lex=0.70; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,2733573267945166645,0,news.google.com,2017-03-07
33 photos of the rise and fall of Apple in its earliest days - Business Insider,https://news.google.com/rss/articles/CBMic0FVX3lxTFBRZy1rSE5xU0hSZ3FiRE5KUkJCWUJKZW1wRjZVYVYwWENaRzZFQUttRmN2UkRKZ1l4ZWJvT2NGUFhzb3ZYdEVLOE53NlZqS1NmV1dtdzg4am9wSTd6MjJFblRtWGwtc3F6Ti1ONmhmTUVTMFE?oc=5,https://news.google.com/rss/articles/CBMic0FVX3lxTFBRZy1rSE5xU0hSZ3FiRE5KUkJCWUJKZW1wRjZVYVYwWENaRzZFQUttRmN2UkRKZ1l4ZWJvT2NGUFhzb3ZYdEVLOE53NlZqS1NmV1dtdzg4am9wSTd6MjJFblRtWGwtc3F6Ti1ONmhmTUVTMFE?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.78,\b(plunge|slump|tumble|drop|fall|decline|slides?|sinks?|dives?)\b,[],1.4,0,1,,,0.381,weak,lex=0.70; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,4081343514416710268,0,news.google.com,2017-03-11
Samsung doomed the Simband because it overestimated the Apple Watch - Wareable,https://news.google.com/rss/articles/CBMihwFBVV95cUxPTU5LTGRQTTB5RVhBeURZWkFVRmV6WUFXblFwUnRsOEhySEVxVFMyTmVZMTY2NFNVVGJVYkZPYlV3Qjhib1d6d3lQQnpjb3FnWXRfSlR0b1VHVDhvOGUxVlZmcWZhSWVxY21USU9sR003MmhvWUF5OUM2TE4yZ1ZQZlk3aTlWODg?oc=5,https://news.google.com/rss/articles/CBMihwFBVV95cUxPTU5LTGRQTTB5RVhBeURZWkFVRmV6WUFXblFwUnRsOEhySEVxVFMyTmVZMTY2NFNVVGJVYkZPYlV3Qjhib1d6d3lQQnpjb3FnWXRfSlR0b1VHVDhvOGUxVlZmcWZhSWVxY21USU9sR003MmhvWUF5OUM2TE4yZ1ZQZlk3aTlWODg?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.6,ban,[],0.0,0,0,,ban,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,3603345982454716242,0,news.google.com,2017-03-16
Gymnastics Sets Records at MAC Championships - Western Michigan University Athletics,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPTVNqZkh0Zk9jLTdXaXpsU25UaklOQktsbmkyNVlQOGh5clA5NTRXM1FqTzVUV2ZqSnprVFlPb19BNmhhbnhVWC1tZDMwX2YzaFExY1pRa0laNHRVeGFxNjdDck10X3hIRXh4VUdWVVVZM2lSNHc5XzRlRjlqOFh5WV9mMkdCYUhqMTVMWFZCaFhQOWw0dTNVdVpqMkxjbGIyTzJrdldyQlA?oc=5,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPTVNqZkh0Zk9jLTdXaXpsU25UaklOQktsbmkyNVlQOGh5clA5NTRXM1FqTzVUV2ZqSnprVFlPb19BNmhhbnhVWC1tZDMwX2YzaFExY1pRa0laNHRVeGFxNjdDck10X3hIRXh4VUdWVVVZM2lSNHc5XzRlRjlqOFh5WV9mMkdCYUhqMTVMWFZCaFhQOWw0dTNVdVpqMkxjbGIyTzJrdldyQlA?oc=5&hl=en-US&gl=US&ceid=US:en,0,bullish,0.6,record,[],0.0,0,0,record,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,17999264597456535465,0,news.google.com,2017-03-17
Researchers Hacked A MacBook Pro And Hijacked Its Touch Bar - Forbes,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNYnNEZm9xTkdVblpaOWlHcnUtQ2lpVVFJemlNY1BjbWgxcEVZNGoxaXNKWmJmLTBub0o1eWZsMl94aU1mR0lyMEozQmRyY2RDRXQyZm9RVG1aMlFpM04xNUFoT2R2ZE16ZkwwQ2t4eWlVNnY2VjRHRHltaUxtMHFId3VtUVdoUzBiN3R0Qk1xQVZNSzlKM0hraDJIMW1BZEdOYXVVWWVTYjgtVXc?oc=5,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNYnNEZm9xTkdVblpaOWlHcnUtQ2lpVVFJemlNY1BjbWgxcEVZNGoxaXNKWmJmLTBub0o1eWZsMl94aU1mR0lyMEozQmRyY2RDRXQyZm9RVG1aMlFpM04xNUFoT2R2ZE16ZkwwQ2t4eWlVNnY2VjRHRHltaUxtMHFId3VtUVdoUzBiN3R0Qk1xQVZNSzlKM0hraDJIMW1BZEdOYXVVWWVTYjgtVXc?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.78,\bdata breach\b|\bhack(ed|ing)?\b|\bsecurity flaw\b,[],1.8,0,1,,,0.629,medium,hard_trig; lex=0.90; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,8829189765706765690,0,news.google.com,2017-03-19
Laptop ban on planes came after plot to put explosives in iPad - The Guardian,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNb1h0TFZGcFdnU19Sc0FpaGQ2dURSbkN6Y25hMkNEaC1fM2lnWDBRTkQzWFpPNzFELXJGNlpGbkRfTVg5MFBTWlFnVFZHeDFjU2VpY2x6aW56bjc1Y1NKUnVfYS02T1YzNVFxYTdFUkttY0taUW94aDVfekFpU2NsQUFpSk45b2ZiMTF3?oc=5,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNb1h0TFZGcFdnU19Sc0FpaGQ2dURSbkN6Y25hMkNEaC1fM2lnWDBRTkQzWFpPNzFELXJGNlpGbkRfTVg5MFBTWlFnVFZHeDFjU2VpY2x6aW56bjc1Y1NKUnVfYS02T1YzNVFxYTdFUkttY0taUW94aDVfekFpU2NsQUFpSk45b2ZiMTF3?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.6,ban,[],0.0,0,0,,ban,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,859008230718863736,0,news.google.com,2017-03-25
Imagination Technologies' shares plunge after Apple ends contract - BBC,https://news.google.com/rss/articles/CBMiVEFVX3lxTE5iUS1MZzZNQXUwTHd4ai15alBrbElGRmY4TU1UU1o4c3ZSYXJtRGN5Y1NNdFNoNkVjWXBBcmRqTW80VEJYalBrQlBqaUNqV2liRFlBTNIBWkFVX3lxTE15eTFHZzZGLTZLcVJiMEFoeDc0a1l1STBsYXlzUVVja2ROTWlmalBiMmhiZnpUR1ZiVU9nSnhYRVVnaWgwdmFVZWZiYlRLWEx4LU9WS05OMm1BQQ?oc=5,https://news.google.com/rss/articles/CBMiVEFVX3lxTE5iUS1MZzZNQXUwTHd4ai15alBrbElGRmY4TU1UU1o4c3ZSYXJtRGN5Y1NNdFNoNkVjWXBBcmRqTW80VEJYalBrQlBqaUNqV2liRFlBTNIBWkFVX3lxTE15eTFHZzZGLTZLcVJiMEFoeDc0a1l1STBsYXlzUVVja2ROTWlmalBiMmhiZnpUR1ZiVU9nSnhYRVVnaWgwdmFVZWZiYlRLWEx4LU9WS05OMm1BQQ?oc=5&hl=en-US&gl=US&ceid=US:en,0,bearish,0.78,\b(plunge|slump|tumble|drop|fall|decline|slides?|sinks?|dives?)\b,[],1.4,0,1,,,0.381,weak,lex=0.70; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,13103327210291728379,0,news.google.com,2017-04-02
